id,saleprice
2023,177916.10497257565
2447,397748.39469934837
2055,125272.71154262076
2275,299765.9285551597
2204,163394.96272594825
1563,264086.3068636662
483,202792.17753506338
796,122565.93030703247
1526,160453.11409772153
2042,183321.56404906325
442,346901.6049625964
1693,310528.42766549333
1468,212905.20879138567
1430,191135.8610187672
2605,184345.05794298457
1529,177941.52709442368
335,134472.9732071851
1287,136106.66962572237
31,103647.21634413084
1785,259940.8239274051
82,158315.31695092068
2620,121226.581459437
252,197320.35152049738
721,85018.24877307168
2165,176643.0316750118
2316,158438.53514182233
775,119416.99128345674
1558,89935.31338137502
17,210254.56509184735
1022,245484.9446793964
925,121995.91758463198
438,299179.69094829436
1270,144276.27316431468
1272,124986.23696020803
215,153786.26503337172
266,213440.42354003916
2402,256495.32880846987
1250,133780.55644733345
1984,120230.14606372188
1279,147620.81184420027
377,258079.3646295161
1252,129996.44902922232
2156,271142.5449188892
499,322255.9943017252
1374,120062.87599944398
2898,265729.2248179923
401,104827.40510773614
2721,169112.91171170637
2078,237764.45513372423
2589,126885.12551285932
1946,259056.050778756
1334,124620.14769055865
2781,241329.11577579088
431,419828.7701188532
576,219163.66665099212
1474,198100.02352182416
2254,143208.4315600089
2155,322311.4123352695
885,85929.84662788556
643,143502.5922644186
1944,121511.5476288973
480,186227.6080215285
2845,108442.28141264003
2387,325909.0845419873
2407,206182.55475692637
2527,155897.84134992026
2514,122600.8136268952
629,187233.26899746235
80,207335.4932635921
1876,135104.2383209602
1546,125130.39371805517
2518,172010.0258559174
2347,158844.29053995598
783,144828.03003002255
1322,80838.62278810941
194,93932.58576911983
1770,286718.25730892667
2143,120042.97386041707
1229,200458.5676253452
511,295978.2786582835
46,205202.2867994252
1348,207594.50102634012
2465,182501.39676658745
387,237070.05986073927
873,212260.0725155982
1918,123792.94242948169
2764,237087.95897924382
2184,121406.44949897243
934,129619.13739258455
1920,126960.90638698798
2631,143055.0348589411
1768,586027.0671324856
2040,126514.69414145424
1749,209056.57397489887
834,228399.40298502974
1457,247282.6560263181
79,111521.05506590779
2302,108173.82410471528
1817,119550.75771054527
2755,249917.73565872753
359,152144.49905430267
2059,114474.17740478735
2092,241895.22784314037
2516,259287.8830563236
150,122960.81336609594
1656,146268.1098491899
83,120935.16738101337
2411,174947.0054693642
795,78388.11110072628
2312,239381.05848170514
2917,80916.86899261865
1624,170554.16712780698
2215,303818.23257717735
1211,150918.15169395198
1485,130166.02208223114
1024,164482.39208533664
570,174845.50005991146
2874,155425.5673933534
700,167293.0633098982
2756,223595.21999111035
2022,195000.4125832483
583,233878.67473238477
2392,352148.82321807416
2424,208775.46112647298
212,116211.79828803802
736,127832.13519863764
1610,167679.3099292823
890,114208.489234903
467,152175.0986367993
578,255400.13413471638
1747,160682.24675252166
1149,163957.38337169218
2758,213372.62337823008
857,113219.73923424547
2219,285023.3676638996
733,131805.1995702337
2909,104309.91324820335
1798,283771.91054285836
235,107981.26342630872
2366,134326.20065450278
1027,130383.0957203756
1195,125802.66851765993
1303,58899.85400215504
148,189243.9308554369
608,154547.93075232886
2515,170984.83863369952
821,287225.2867909066
2500,289321.186168769
745,121595.05602925557
741,152891.00341536012
1611,146112.97084544064
2532,117108.06794890831
1081,225534.250837642
1692,415205.11504978716
2520,192564.96115628222
276,108614.20016339491
1992,125934.92313624089
663,71059.41247338371
418,135458.82724201397
1733,163457.2402035251
2359,152005.76505000703
253,191293.30141660033
1518,156758.38311112951
2035,147344.04182537828
2919,84967.44329456537
1540,227877.7253826721
2120,138025.0623519054
1674,177988.33747687744
256,153139.7026437938
2361,101032.86413380966
978,83476.7210437663
2280,160791.6854428631
2095,218979.08822072626
1709,315619.500208688
2801,237263.10967455598
1246,108895.77969579524
2373,103797.9563163908
1055,282659.5987485879
2017,132467.67285093403
1099,273167.4163838736
1344,77586.5307548399
835,180243.18865462067
1117,213805.20648854456
2043,92750.32033115586
2085,121626.64089809063
410,161418.72048735656
2650,132790.52153794715
2867,171081.8955577271
1668,119342.2128533492
1161,149683.90587086946
2122,163956.0723125155
2539,134989.74047438035
1047,147548.84845548074
1445,118745.36439521181
541,111198.64518939148
569,207805.16100505137
1276,130561.68785284311
918,132685.04528936133
326,154494.37429110738
1936,117141.20492445135
895,101947.11755704862
257,127277.67302714604
1241,192528.49986043278
1545,127718.59072052437
1189,170256.48154262482
270,130166.02208223114
2066,213980.04964116839
693,114513.83464664745
1259,173204.526196451
2916,137869.77293258865
2321,286493.22339704883
1977,123684.11813948707
1895,158920.60317239378
1240,174741.39614255677
85,144831.6519324456
1823,121223.36161856473
825,285242.8006063164
110,221530.22183424322
697,114087.84296348007
2297,94035.66864055167
1231,143790.1843819333
1355,133072.6407733912
968,349549.5837153959
584,230084.79072620117
1315,103926.55874648003
1606,119899.05802632321
206,113917.6965199506
1685,344508.13958241045
2016,133413.32138851908
869,215948.99302002715
2135,120137.4923638716
2346,165421.5865126899
2430,227177.80886555117
2198,104323.14945812261
2652,129551.75092732967
27,105907.23755408057
241,164581.84301757035
906,123959.93261265315
1506,90935.198604917
2098,385272.2080391726
1435,213180.86085259132
2213,111632.34453503414
1274,148878.07781180565
743,73676.10114227174
1737,201695.72739590757
2797,285801.04002960585
2185,84138.12557840525
58,146768.95602921443
830,192942.08705860056
808,126614.65566217146
680,147124.8126856496
1153,114990.93562000518
1291,140193.29877479863
1818,154360.00639961436
2161,173456.42353617263
1883,137445.5818541344
350,315881.02594947576
2473,125775.78138988178
295,181918.770216557
293,187699.06619271333
859,113246.36413741551
288,90515.45699465336
1578,116717.27351170356
102,156019.6079407535
2831,179432.82283367257
1030,187397.66646030263
2551,137108.66542450385
1286,143965.9846655692
958,324542.10494098696
776,118188.5019447726
72,189841.35594572162
2263,276168.4000694045
1866,154729.4726915166
2876,84328.61136246916
2146,282579.5752063837
103,163386.0986538313
1500,138687.3681742615
492,173601.62732097748
167,146385.95886325685
2597,110461.88218179699
2685,124922.28939624812
1035,155251.95060795857
1220,68302.484395145
2602,159597.18429600034
2159,207225.49409312016
695,190702.81767186007
1109,242670.85925083788
640,192494.94916938414
1652,144637.25718635484
2090,194555.16432843436
1188,204680.29612516705
2345,234982.73156238056
1059,409612.1530360398
2751,252361.42963591812
128,185569.31363889354
1523,192092.3686037219
2925,150780.54744164995
2145,327965.5737911046
1121,235424.21453790303
566,311584.63622626744
565,208233.93771649455
1331,150599.83333688672
2928,103498.09024456702
156,139523.1128556818
797,136159.99529821984
327,95508.40931445394
2859,150296.71935997874
1453,106122.91276772982
1762,353204.7823863827
1868,215603.57691482626
1760,176074.2487812338
1113,279274.5133411911
1812,182831.35993394785
117,164818.37743239047
1142,199618.99506179427
2342,364073.73142514087
927,131154.25473097665
2478,191999.4973514941
655,86594.47976996365
2064,116824.72321229373
369,222751.87638701132
2239,139383.6937310427
2732,216917.32264872035
1653,160250.85274012387
959,199750.71793690207
2395,327696.991981268
1412,98585.85049415582
271,268338.84368027
1484,130166.02208223114
1497,123050.46993848309
552,152640.70779680347
2,122523.53896795711
1855,265248.54115860176
4,262766.45710600936
2292,156529.11082553706
134,137750.47530555015
646,116295.3988576418
42,329584.0021108689
532,227278.2186375069
713,105335.5989927506
2561,132595.79448587215
2360,129339.127656526
1333,117408.89004221422
1407,232294.8438210672
2892,263557.32795184536
574,229102.58463110396
1227,165067.72331713588
2591,253672.84692363482
1476,213872.4244214554
1125,258114.66523940105
1446,117226.94696547092
408,116413.94850767916
1101,296631.4181313312
2251,163074.21780432423
373,211298.0963629583
2554,123329.54498452184
2382,286586.1240772726
1985,100664.3793230037
519,226294.30241933608
1093,183853.6031334709
864,267603.20822282473
2889,149607.25475267612
2308,190981.0112022656
986,136668.04929528706
1302,157983.02219863737
585,151477.49706454074
2708,143177.46875598174
147,135352.313394583
1441,220619.15714998028
383,162098.78531241673
285,142452.2895041151
181,131340.75819833786
358,147543.3570847988
780,137590.4007831807
258,197681.98447410017
1865,219356.64312807558
692,134723.1100348763
2902,325453.037303042
508,298845.5776342023
2638,143990.45018071157
36,159059.53684654966
611,184191.99612712188
2281,118817.31877672474
1678,126732.95337151295
1696,417639.31351573684
1557,90130.54205318744
2180,132444.664813595
1726,228267.91521644726
951,131429.19617581458
267,235053.92801601754
2706,130085.0742640454
2221,206567.8105984266
1357,188091.34697672096
2901,312816.35892659356
347,166001.52875122425
2164,185479.17674664294
1586,318399.9288753398
360,161512.3126417527
1769,229669.88790940272
2617,155016.2293122279
1879,155357.84276578625
991,210433.61747484698
1535,129210.80424983121
1191,170811.85510526595
1579,191567.21206046833
1882,134304.05191373435
1510,122563.20148291014
2196,142634.84002568029
1845,156019.6079407535
2336,404551.997539536
942,108716.22803496773
861,105711.78289604015
2555,107680.73120806998
1392,142426.52132523293
2099,290144.9767692348
1543,115007.75470649998
948,246176.61129650363
1239,144996.67118768714
22,177906.80995140004
2796,254835.07734162098
2747,173173.0501188871
92,309697.8717985102
210,152538.1298542549
1858,220068.10335249285
2228,190235.21665111842
447,223391.63062468934
827,233104.7572117441
1649,210335.31952190644
682,135739.53433161968
2698,136856.77964466883
494,147103.89385340683
214,96140.42024983627
2441,274167.31195446185
2679,120234.36389619856
1336,125843.27582942124
465,165999.37234938066
1524,132470.7426209828
2543,120883.37141656631
631,132468.2180266119
2452,323923.3078229472
228,141961.4870000722
126,130317.0005994428
1092,204905.41801066024
1122,207582.74860381323
932,201432.8393484911
1980,103852.96505349125
2171,107255.81820858634
551,144367.35219076238
2768,182862.26062084874
2056,116306.44361065204
1159,373555.63792922
2645,147517.5839476313
1174,160104.61249202985
2266,214412.05617669498
2462,429875.20113534806
1219,130345.76572261045
2922,207982.92880000125
118,150446.61878510844
474,176650.81051084914
2576,165004.32327381033
872,284175.55977534887
1077,230742.5246140079
1536,146707.65383499503
1150,123006.14995889788
2341,307567.1742141618
1931,126899.1660933553
2785,121101.74353672378
2538,126241.96349959317
597,235771.9740238442
464,183260.0566819495
233,226812.78644421144
2169,119537.34409722078
2123,135653.8013044229
1867,179102.75616547716
137,262655.9036108582
515,213895.76511042763
933,114692.96606403592
2784,166417.05842694372
972,163216.67649177567
599,178865.4591399471
2614,124699.84969772055
2582,128320.6779712918
1409,187537.45751113794
175,108543.61995309244
352,244517.60563914635
976,83476.7210437663
2134,192660.46654984495
984,96570.88451806703
2396,358898.40042395145
1673,125105.45138115974
404,134326.20065450278
607,156661.41678984958
814,164472.90084055535
868,197994.5735859567
2271,192072.24750605418
1633,240724.97700545646
337,251360.31139146897
2765,169750.5619935319
1746,236181.88656888503
368,330748.6089515784
2806,209885.21727614096
1662,195895.86106933252
1234,202009.11364441653
1373,130714.26989377277
1672,104433.09863522401
1939,118740.5722404102
